9017
256229	1
-32	
-32	
-32	
-32	
-32	
-32	
-32	
-32	
-32	
-32	
-32	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
-18	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
-2	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
6	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
-12	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
10	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
18	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
24	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
34	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
28	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
22	
